20 


Ciclos

SELECCION RULETA SIN ELITISMO
Ciclo  80  Cromosoma:  111111101111100111111111101111



Ciclo  81  Cromosoma:  111111101111100111111111101111



Ciclo  82  Cromosoma:  111111101111100111111111101111



Ciclo  83  Cromosoma:  111111101111100111111111101111



Ciclo  84  Cromosoma:  111111101111101111111111101111



Ciclo  85  Cromosoma:  111111101111101111111111101111



Ciclo  86  Cromosoma:  111111101111101111111111101111



Ciclo  87  Cromosoma:  111111101111101111111111101111



Ciclo  88  Cromosoma:  111111101111101111111111101111



Ciclo  89  Cromosoma:  111111101111101111111111101111



Ciclo  90  Cromosoma:  111111101111101111111111101111



Ciclo  91  Cromosoma:  111111101111101111111111101111



Ciclo  92  Cromosoma:  111111101111101111111111101111



Ciclo  93  Cromosoma:  111111101111101111111111101111



Ciclo  94  Cromosoma:  111111101111101111111111101111



Ciclo  95  Cromosoma:  111111101111101111111111101111



Ciclo  96  Cromosoma:  111111101111101111111111101111



Ciclo  97  Cromosoma:  111111101111101111111111101111



Ciclo  98  Cromosoma:  111111101111101111111111101111



Ciclo  99  Cromosoma:  111111101111101111111111101111



Ciclo  100  Cromosoma: 111111101111101111111111101111


200 


Ciclos

SELECCION RULETA SIN ELITISMO

Ciclo  1  Cromosoma:  110111111001000000001110100000

Ciclo  2  Cromosoma:  110011101100101001111111000000

Ciclo  3  Cromosoma:  110011100000010110100111000110

Ciclo  4  Cromosoma:  110011100000110110100111111110

Ciclo  5  Cromosoma:  110011100111010010100111000110

Ciclo  6  Cromosoma:  110011100000010111110100010110

Ciclo  7  Cromosoma:  110011100000010111110100010110

Ciclo  8  Cromosoma:  110011100000010111110100010110

Ciclo  9  Cromosoma:  110011100000010111110100010110

Ciclo  10  Cromosoma:  110011100000010111110100010110

Ciclo  11  Cromosoma:  110011100000010111110100010110

Ciclo  12  Cromosoma:  110011100100010111110100010110

Ciclo  13  Cromosoma:  110011100100010111110100010110

Ciclo  14  Cromosoma:  110011100100010111110100010110

Ciclo  15  Cromosoma:  110011100100010111110100010110

Ciclo  16  Cromosoma:  110011100100010111110100010110

